name,chr,cds_start_pos,strand,start,end,sgd_name
YDR170C,4,796190,-,796190,802220,SEC7
YDR170W-A,4,803192,+,803192,804515,YDR170W-A
YDR171W,4,806618,+,806618,807746,HSP42
YDR172W,4,808321,+,808321,810379,SUP35
YDR173C,4,810562,-,810562,811630,ARG82
YDR174W,4,812107,+,812107,812848,HMO1
YDR175C,4,813190,-,813190,814150,RSM24
YDR176W,4,814449,+,814449,816558,NGG1
YDR177W,4,816875,+,816875,817523,UBC1
YDR178W,4,817947,+,817947,818493,SDH4
YDR179C,4,818705,-,818705,819194,CSN9
YDR179W-A,4,819430,+,819430,820822,YDR179W-A
YDR180W,4,821292,+,821292,825774,SCC2
YDR181C,4,825907,-,825907,827353,SAS4
YDR182W,4,827579,+,827579,829055,CDC1
YDR182W-A,4,829148,+,829148,829352,YDR182W-A
YDR183W,4,829582,+,829582,830275,PLP1
YDR183C-A,4,830394,-,830394,830652,YDR183C-A
YDR184C,4,830626,-,830626,831511,ATC1
YDR185C,4,831931,-,831931,832471,YDR185C
YDR186C,4,832856,-,832856,835490,YDR186C
YDR187C,4,836225,-,836225,836744,YDR187C
YDR188W,4,836418,+,836418,838059,CCT6
YDR189W,4,838389,+,838389,840390,SLY1
YDR190C,4,840601,-,840601,841993,RVB1
YDR191W,4,842334,+,842334,843447,HST4
YDR192C,4,843566,-,843566,844859,NUP42
YDR193W,4,844551,+,844551,844950,YDR193W
YDR194C,4,845949,-,845949,847944,MSS116
YDR194W-A,4,848068,+,848068,848221,YDR194W-A
YDR195W,4,848596,+,848596,850198,REF2
YDR196C,4,850271,-,850271,850997,YDR196C
YDR197W,4,851225,+,851225,852395,CBS2
YDR198C,4,852530,-,852530,853970,YDR198C
YDR199W,4,854172,+,854172,854538,YDR199W
YDR200C,4,854276,-,854276,856091,VPS64
YDR201W,4,856314,+,856314,856812,SPC19
YDR202C,4,856895,-,856895,857951,RAV2
YDR203W,4,857679,+,857679,857997,YDR203W
YDR204W,4,858134,+,858134,859142,COQ4
YDR205W,4,859343,+,859343,861518,YDR205W
YDR206W,4,862051,+,862051,864706,EBS1
YDR207C,4,865009,-,865009,867520,UME6
YDR208W,4,868221,+,868221,870561,MSS4
YDR209C,4,871033,-,871033,871447,YDR209C
YDR210W,4,871071,+,871071,871299,YDR210W
YDR210W-B,4,872109,+,872109,877423,YDR210W-B
YDR210W-A,4,872109,+,872109,873426,YDR210W-A
YDR210C-D,4,878656,-,878656,883925,YDR210C-D
YDR210C-C,4,882602,-,882602,883925,YDR210C-C
YDR211W,4,884724,+,884724,886863,GCD6
YDR212W,4,887229,+,887229,888909,TCP1
YDR213W,4,889748,+,889748,892490,UPC2
YDR214W,4,892872,+,892872,893925,AHA1
YDR215C,4,894115,-,894115,894499,YDR215C
YDR216W,4,895031,+,895031,899003,ADR1
YDR217C,4,899547,-,899547,903477,RAD9
YDR218C,4,903777,-,903777,905049,SPR28
YDR219C,4,905451,-,905451,906849,YDR219C
YDR220C,4,906996,-,906996,907290,YDR220C
YDR221W,4,907326,+,907326,909435,YDR221W
YDR222W,4,910050,+,910050,911298,YDR222W
YDR223W,4,912095,+,912095,913499,YDR223W
YDR224C,4,914313,-,914313,914709,HTB1
YDR225W,4,915526,+,915526,915925,HTA1
YDR226W,4,916482,+,916482,917151,ADK1
YDR227W,4,917567,+,917567,921644,SIR4
YDR228C,4,921922,-,921922,923803,PCF11
YDR229W,4,924781,+,924781,926143,IVY1
YDR230W,4,926219,+,926219,926567,YDR230W
YDR231C,4,926289,-,926289,926907,COX20
YDR232W,4,927448,+,927448,929095,HEM1
YDR233C,4,929466,-,929466,930354,RTN1
YDR234W,4,931125,+,931125,933207,LYS4
YDR235W,4,933500,+,933500,935135,PRP42
YDR236C,4,935232,-,935232,935889,FMN1
YDR237W,4,936611,+,936611,937490,MRPL7
YDR238C,4,937891,-,937891,940813,SEC26
YDR239C,4,941053,-,941053,943417,YDR239C
YDR240C,4,943670,-,943670,945149,SNU56
YDR241W,4,945147,+,945147,945435,BUD26
YDR242W,4,946803,+,946803,948453,AMD2
YDR243C,4,948514,-,948514,950281,PRP28
YDR244W,4,950559,+,950559,952398,PEX5
YDR245W,4,952796,+,952796,953978,MNN10
YDR246W,4,954284,+,954284,954944,TRS23
YDR246W-A,4,955129,+,955129,955330,YDR246W-A
YDR247W,4,956009,+,956009,957395,VHS1
YDR248C,4,957754,-,957754,958336,YDR248C
YDR249C,4,958677,-,958677,959799,YDR249C
YDR250C,4,960082,-,960082,960358,YDR250C
YDR251W,4,960610,+,960610,963103,PAM1
YDR252W,4,963408,+,963408,963858,BTT1
YDR253C,4,963986,-,963986,964562,MET32
YDR254W,4,965109,+,965109,966486,CHL4
YDR255C,4,966553,-,966553,967819,RMD5
YDR256C,4,968129,-,968129,969677,CTA1
YDR257C,4,969986,-,969986,971471,SET7
YDR258C,4,971804,-,971804,974240,HSP78
YDR259C,4,974627,-,974627,975779,YAP6
YDR260C,4,976713,-,976713,977226,SWM1
YDR261C,4,977517,-,977517,979206,EXG2
YDR261W-B,4,981458,+,981458,986772,YDR261W-B
YDR261W-A,4,981458,+,981458,982775,YDR261W-A
YDR261C-D,4,987530,-,987530,992346,YDR261C-D
YDR261C-C,4,991023,-,991023,992346,YDR261C-C
YDR262W,4,993130,+,993130,993949,YDR262W
YDR263C,4,994238,-,994238,995531,DIN7
YDR264C,4,996025,-,996025,998320,AKR1
YDR265W,4,998860,+,998860,999874,PEX10
YDR266C,4,1000100,-,1000100,1002020,YDR266C
YDR267C,4,1002506,-,1002506,1003499,YDR267C
YDR268W,4,1004000,+,1004000,1005140,MSW1
YDR269C,4,1005661,-,1005661,1005985,YDR269C
YDR270W,4,1005671,+,1005671,1008686,CCC2
YDR271C,4,1008391,-,1008391,1008763,YDR271C
YDR272W,4,1009006,+,1009006,1009831,GLO2
YDR273W,4,1010172,+,1010172,1011270,DON1
YDR274C,4,1011585,-,1011585,1011957,YDR274C
YDR275W,4,1012248,+,1012248,1012956,BSC2
YDR276C,4,1013472,-,1013472,1013640,PMP3
YDR277C,4,1014397,-,1014397,1015699,MTH1
YDR278C,4,1016997,-,1016997,1017315,YDR278C
YDR279W,4,1019364,+,1019364,1020417,RNH202
YDR280W,4,1020743,+,1020743,1021661,RRP45
YDR281C,4,1022003,-,1022003,1022318,PHM6
YDR282C,4,1023507,-,1023507,1024752,YDR282C
YDR283C,4,1025066,-,1025066,1030046,GCN2
YDR284C,4,1030546,-,1030546,1031416,DPP1
YDR285W,4,1032432,+,1032432,1035060,ZIP1
YDR286C,4,1035227,-,1035227,1035572,YDR286C
YDR287W,4,1035991,+,1035991,1036870,YDR287W
YDR288W,4,1037191,+,1037191,1038103,YDR288W
YDR289C,4,1038276,-,1038276,1039506,RTT103
YDR290W,4,1039366,+,1039366,1039696,YDR290W
YDR291W,4,1039724,+,1039724,1042958,YDR291W
YDR292C,4,1043142,-,1043142,1045008,SRP101
YDR293C,4,1045636,-,1045636,1049389,SSD1
YDR294C,4,1050455,-,1050455,1052225,DPL1
YDR295C,4,1052619,-,1052619,1054644,HDA2
YDR296W,4,1055208,+,1055208,1055889,MHR1
YDR297W,4,1056547,+,1056547,1057597,SUR2
YDR298C,4,1058172,-,1058172,1058811,ATP5
YDR299W,4,1059623,+,1059623,1061228,BFR2
YDR300C,4,1061501,-,1061501,1062788,PRO1
YDR301W,4,1063348,+,1063348,1067422,CFT1
YDR302W,4,1067727,+,1067727,1068387,GPI11
YDR303C,4,1068725,-,1068725,1071383,RSC3
YDR304C,4,1071876,-,1071876,1072554,CPR5
YDR305C,4,1072742,-,1072742,1073485,YDR305C
YDR306C,4,1073731,-,1073731,1075168,YDR306C
YDR307W,4,1075861,+,1075861,1077850,YDR307W
YDR308C,4,1078023,-,1078023,1078446,SRB7
YDR309C,4,1079044,-,1079044,1080196,GIC2
YDR310C,4,1081124,-,1081124,1084313,SUM1
YDR311W,4,1085062,+,1085062,1086991,TFB1
YDR312W,4,1087578,+,1087578,1088940,SSF2
YDR313C,4,1089216,-,1089216,1090077,PIB1
YDR314C,4,1090430,-,1090430,1092509,YDR314C
YDR315C,4,1092738,-,1092738,1093584,IPK1
YDR316W,4,1093760,+,1093760,1095176,OMS1
YDR316W-B,4,1096061,+,1096061,1101330,YDR316W-B
YDR316W-A,4,1096061,+,1096061,1097384,YDR316W-A
YDR317W,4,1102181,+,1102181,1103426,YDR317W
YDR318W,4,1103755,+,1103755,1104945,YDR318W
YDR319C,4,1105000,-,1105000,1105825,YDR319C
YDR320C,4,1106092,-,1106092,1108099,SWA2
YDR320C-A,4,1108277,-,1108277,1108496,DAD4
YDR320W-B,4,1108481,+,1108481,1108619,YDR320W-B
YDR321W,4,1108699,+,1108699,1109845,ASP1
YDR322W,4,1110586,+,1110586,1111690,MRPL35
YDR322C-A,4,1112000,-,1112000,1112291,TIM11
YDR323C,4,1112477,-,1112477,1114025,PEP7
YDR324C,4,1114430,-,1114430,1116761,UTP4
YDR325W,4,1117121,+,1117121,1120229,YCG1
YDR326C,4,1120604,-,1120604,1124921,YDR326C
YDR327W,4,1125297,+,1125297,1125624,YDR327W
YDR328C,4,1125429,-,1125429,1126014,SKP1
YDR329C,4,1126265,-,1126265,1127591,PEX3
YDR330W,4,1127867,+,1127867,1129370,UBX5
YDR331W,4,1129583,+,1129583,1130819,GPI8
YDR332W,4,1130996,+,1130996,1133066,YDR332W
YDR333C,4,1133255,-,1133255,1135427,YDR333C
YDR334W,4,1135927,+,1135927,1140472,SWR1
YDR335W,4,1141162,+,1141162,1144837,MSN5
YDR336W,4,1145086,+,1145086,1146031,YDR336W
YDR337W,4,1146313,+,1146313,1147174,MRPS28
YDR338C,4,1147373,-,1147373,1149461,YDR338C
YDR339C,4,1149945,-,1149945,1150515,YDR339C
YDR340W,4,1150875,+,1150875,1151178,YDR340W
YDR341C,4,1151797,-,1151797,1153621,YDR341C
YDR342C,4,1154210,-,1154210,1155923,HXT7
YDR343C,4,1159602,-,1159602,1161315,HXT6
YDR344C,4,1162000,-,1162000,1162444,YDR344C
YDR345C,4,1162951,-,1162951,1164655,HXT3
YDR346C,4,1167208,-,1167208,1168654,SVF1
YDR347W,4,1169172,+,1169172,1170138,MRP1
YDR348C,4,1170320,-,1170320,1171820,YDR348C
YDR349C,4,1172380,-,1172380,1174171,YPS7
YDR350C,4,1176332,-,1176332,1178168,TCM10
YDR351W,4,1178659,+,1178659,1181254,SBE2
YDR352W,4,1181794,+,1181794,1182748,YDR352W
YDR353W,4,1183292,+,1183292,1184252,TRR1
YDR354W,4,1184740,+,1184740,1185883,TRP4
YDR354C-A,4,1185132,-,1185132,1185276,YDR354C-A
YDR355C,4,1186060,-,1186060,1186363,YDR355C
YDR356W,4,1186100,+,1186100,1188935,SPC110
YDR357C,4,1189192,-,1189192,1189561,YDR357C
YDR358W,4,1190052,+,1190052,1191726,GGA1
YDR359C,4,1191929,-,1191929,1194878,VID21
YDR360W,4,1194591,+,1194591,1194978,YDR360W
YDR361C,4,1195404,-,1195404,1196256,BCP1
YDR362C,4,1196671,-,1196671,1198690,TFC6
YDR363W,4,1199175,+,1199175,1200546,ESC2
YDR363W-A,4,1202120,+,1202120,1202390,SEM1
YDR364C,4,1202835,-,1202835,1204203,CDC40
YDR365C,4,1204489,-,1204489,1206376,ESF1
YDR365W-B,4,1206989,+,1206989,1212258,YDR365W-B
YDR365W-A,4,1206989,+,1206989,1208312,YDR365W-A
YDR366C,4,1212430,-,1212430,1212829,YDR366C
YDR367W,4,1212840,+,1212840,1213607,YDR367W
YDR368W,4,1213896,+,1213896,1214835,YPR1
YDR369C,4,1215008,-,1215008,1217573,XRS2
YDR370C,4,1217774,-,1217774,1219103,YDR370C
YDR371W,4,1219405,+,1219405,1220941,CTS2
YDR371C-A,4,1219501,-,1219501,1219606,YDR371C-A
YDR372C,4,1221104,-,1221104,1222142,VPS74
YDR373W,4,1222751,+,1222751,1223324,FRQ1
YDR374C,4,1223466,-,1223466,1224387,YDR374C
YDR374W-A,4,1224749,+,1224749,1225019,YDR374W-A
YDR375C,4,1225158,-,1225158,1226529,BCS1
YDR376W,4,1226814,+,1226814,1228296,ARH1
YDR377W,4,1228603,+,1228603,1228909,ATP17
YDR378C,4,1229341,-,1229341,1229602,LSM6
YDR379W,4,1230159,+,1230159,1233189,RGA2
YDR379C-A,4,1233270,-,1233270,1233510,YDR379C-A
YDR380W,4,1234210,+,1234210,1236118,ARO10
YDR381W,4,1236550,+,1236550,1237997,YDR381W
YDR381C-A,4,1238304,-,1238304,1238843,YDR381C-A
YDR382W,4,1239484,+,1239484,1239817,RPP2B
YDR383C,4,1239952,-,1239952,1240669,YDR383C
YDR384C,4,1241196,-,1241196,1242024,ATO3
YDR385W,4,1243222,+,1243222,1245751,EFT2
YDR386W,4,1246076,+,1246076,1247975,MUS81
YDR387C,4,1248146,-,1248146,1249814,YDR387C
YDR388W,4,1250178,+,1250178,1251627,RVS167
YDR389W,4,1252529,+,1252529,1254494,SAC7
YDR390C,4,1254929,-,1254929,1256840,UBA2
YDR391C,4,1257350,-,1257350,1258049,YDR391C
YDR392W,4,1258688,+,1258688,1259702,SPT3
YDR393W,4,1259893,+,1259893,1261264,SHE9
YDR394W,4,1261673,+,1261673,1262960,RPT3
YDR395W,4,1263316,+,1263316,1266151,SXM1
YDR396W,4,1266287,+,1266287,1266788,YDR396W
YDR397C,4,1266358,-,1266358,1266891,YDR397C
YDR398W,4,1267463,+,1267463,1269395,UTP5
YDR399W,4,1270060,+,1270060,1270726,HPT1
YDR400W,4,1271055,+,1271055,1272078,YDR400W
YDR401W,4,1272215,+,1272215,1272779,YDR401W
YDR402C,4,1272226,-,1272226,1273696,DIT2
YDR403W,4,1274594,+,1274594,1276205,DIT1
YDR404C,4,1276646,-,1276646,1277162,RPB7
YDR405W,4,1277638,+,1277638,1278430,MRP20
YDR406W,4,1279202,+,1279202,1283792,PDR15
YDR406W-A,4,1283791,+,1283791,1284037,YDR406W-A
YDR407C,4,1284061,-,1284061,1287931,TRS120
YDR408C,4,1288207,-,1288207,1288852,ADE8
YDR409W,4,1289398,+,1289398,1292113,SIZ1
YDR410C,4,1292364,-,1292364,1293084,STE14
YDR411C,4,1293361,-,1293361,1294387,DFM1
YDR412W,4,1294685,+,1294685,1295393,YDR412W
YDR413C,4,1294828,-,1294828,1295404,YDR413C
YDR414C,4,1295590,-,1295590,1296679,ERD1
YDR415C,4,1297029,-,1297029,1298154,YDR415C
YDR416W,4,1298424,+,1298424,1301004,SYF1
YDR417C,4,1301547,-,1301547,1301919,YDR417C
YDR418W,4,1301608,+,1301608,1302106,RPL12B
YDR419W,4,1303166,+,1303166,1305065,RAD30
YDR420W,4,1306259,+,1306259,1311668,HKR1
YDR421W,4,1312032,+,1312032,1314885,ARO80
YDR422C,4,1315318,-,1315318,1317766,SIP1
YDR423C,4,1318038,-,1318038,1319268,CAD1
YDR424C,4,1319379,-,1319379,1319834,YDR424C
YDR425W,4,1320056,+,1320056,1321934,SNX41
YDR426C,4,1321621,-,1321621,1321999,YDR426C
YDR427W,4,1322197,+,1322197,1323379,RPN9
YDR428C,4,1323446,-,1323446,1324232,YDR428C
YDR429C,4,1324469,-,1324469,1325294,TIF35
YDR430C,4,1325493,-,1325493,1328463,CYM1
YDR431W,4,1328382,+,1328382,1328694,YDR431W
YDR432W,4,1328775,+,1328775,1330020,NPL3
YDR433W,4,1329592,+,1329592,1330033,YDR433W
YDR434W,4,1331229,+,1331229,1332834,GPI17
YDR435C,4,1332975,-,1332975,1333962,PPM1
YDR436W,4,1334813,+,1334813,1336946,PPZ2
YDR437W,4,1337344,+,1337344,1337767,YDR437W
YDR438W,4,1338266,+,1338266,1339379,YDR438W
YDR439W,4,1339668,+,1339668,1340712,LRS4
YDR440W,4,1342485,+,1342485,1344234,DOT1
YDR441C,4,1344509,-,1344509,1345055,APT2
YDR442W,4,1345639,+,1345639,1346032,YDR442W
YDR443C,4,1345668,-,1345668,1349931,SSN2
YDR444W,4,1350282,+,1350282,1352346,YDR444W
YDR445C,4,1352174,-,1352174,1352582,YDR445C
YDR446W,4,1353717,+,1353717,1354626,ECM11
YDR447C,4,1354821,-,1354821,1355546,YDR447C
YDR448W,4,1356057,+,1356057,1357362,ADA2
YDR449C,4,1357572,-,1357572,1358895,UTP6
YDR450W,4,1359915,+,1359915,1360791,YDR450W
YDR451C,4,1361112,-,1361112,1362174,YHP1
YDR452W,4,1362870,+,1362870,1364895,PPN1
YDR453C,4,1365064,-,1365064,1365655,TSA2
YDR454C,4,1366256,-,1366256,1366820,GUK1
YDR455C,4,1367365,-,1367365,1367674,YDR455C
YDR456W,4,1367477,+,1367477,1369379,NHX1
YDR457W,4,1369782,+,1369782,1379589,TOM1
YDR458C,4,1380047,-,1380047,1382039,YDR458C
YDR459C,4,1382311,-,1382311,1383436,YDR459C
YDR460W,4,1383803,+,1383803,1384769,TFB3
YDR461W,4,1385168,+,1385168,1385279,MFA1
YDR461C-A,4,1385516,-,1385516,1385759,YDR461C-A
YDR462W,4,1386065,+,1386065,1386509,MRPL28
YDR463W,4,1386808,+,1386808,1388368,YDR463W
YDR464W,4,1388864,+,1388864,1393172,SPP41
YDR464C-A,4,1392484,-,1392484,1392673,YDR464C-A
YDR465C,4,1393328,-,1393328,1394567,RMT2
YDR466W,4,1395113,+,1395113,1397810,PKH3
YDR467C,4,1397575,-,1397575,1397902,YDR467C
YDR468C,4,1398018,-,1398018,1398693,TLG1
YDR469W,4,1399007,+,1399007,1399535,SDC1
YDR470C,4,1399698,-,1399698,1401207,UGO1
YDR471W,4,1401762,+,1401762,1402557,YDR471W
YDR472W,4,1403314,+,1403314,1404166,TRS31
YDR473C,4,1404437,-,1404437,1405847,PRP3
YDR475C,4,1407456,-,1407456,1410087,YDR475C
YDR476C,4,1410445,-,1410445,1411120,YDR476C
YDR477W,4,1412365,+,1412365,1414267,SNF1
YDR478W,4,1414567,+,1414567,1415164,SNM1
YDR479C,4,1415202,-,1415202,1416867,PEX29
YDR480W,4,1417391,+,1417391,1418363,DIG2
YDR481C,4,1418542,-,1418542,1420243,PHO8
YDR482C,4,1420423,-,1420423,1420831,CWC21
YDR483W,4,1421149,+,1421149,1422478,KRE2
YDR484W,4,1422755,+,1422755,1424681,VPS52
YDR485C,4,1424812,-,1424812,1427200,YDR485C
YDR486C,4,1427423,-,1427423,1428113,YDR486C
YDR487C,4,1428346,-,1428346,1428973,RIB3
YDR488C,4,1429180,-,1429180,1430782,PAC11
YDR489W,4,1431004,+,1431004,1431889,SLD5
YDR490C,4,1431960,-,1431960,1434261,PKH1
YDR491C,4,1434492,-,1434492,1434984,YDR491C
YDR492W,4,1434916,+,1434916,1435867,IZH1
YDR493W,4,1436209,+,1436209,1436581,YDR493W
YDR494W,4,1436922,+,1436922,1438008,YDR494W
YDR495C,4,1438107,-,1438107,1441143,VPS3
YDR496C,4,1441425,-,1441425,1443396,PUF6
YDR497C,4,1443705,-,1443705,1445460,ITR1
YDR498C,4,1445835,-,1445835,1446987,SEC20
YDR499W,4,1447822,+,1447822,1450066,LCD1
YDR500C,4,1450190,-,1450190,1450846,YDR500C
YDR501W,4,1451345,+,1451345,1452911,PLM2
YDR502C,4,1453302,-,1453302,1454457,SAM2
YDR503C,4,1455034,-,1455034,1455859,LPP1
YDR504C,4,1456303,-,1456303,1456687,YDR504C
YDR505C,4,1456687,-,1456687,1459213,PSP1
YDR506C,4,1459720,-,1459720,1461547,YDR506C
YDR507C,4,1462350,-,1462350,1465779,GIN4
YDR508C,4,1466445,-,1466445,1468437,GNP1
YDR509W,4,1468218,+,1468218,1468566,YDR509W
YDR510W,4,1469392,+,1469392,1469698,SMT3
YDR510C-A,4,1469687,-,1469687,1469804,YDR510C-A
YDR511W,4,1470009,+,1470009,1470411,ACN9
YDR512C,4,1470492,-,1470492,1471056,EMI1
YDR513W,4,1471009,+,1471009,1471441,TTR1
YDR514C,4,1471540,-,1471540,1472992,YDR514C
YDR515W,4,1473421,+,1473421,1474765,SLF1
YDR516C,4,1474966,-,1474966,1476469,EMI2
YDR517W,4,1477231,+,1477231,1478350,YDR517W
YDR518W,4,1478600,+,1478600,1480154,EUG1
YDR519W,4,1480417,+,1480417,1480825,FPR2
YDR520C,4,1481077,-,1481077,1483396,YDR520C
YDR521W,4,1483133,+,1483133,1483469,YDR521W
YDR522C,4,1483787,-,1483787,1485296,SPS2
YDR523C,4,1485558,-,1485558,1487031,SPS1
YDR524C,4,1487534,-,1487534,1488983,AGE1
YDR524W-C,4,1489395,+,1489395,1489485,YDR524W-C
YDR524C-B,4,1489590,-,1489590,1489791,YDR524C-B
YDR524C-A,4,1489863,-,1489863,1489983,YDR524C-A
YDR525W,4,1489897,+,1489897,1490227,API2
YDR525W-A,4,1490588,+,1490588,1490828,SNA2
YDR526C,4,1491067,-,1491067,1491538,YDR526C
YDR527W,4,1491086,+,1491086,1492406,RBA50
YDR528W,4,1494578,+,1494578,1495850,HLR1
YDR529C,4,1496157,-,1496157,1496541,QCR7
YDR530C,4,1496783,-,1496783,1497761,APA2
YDR531W,4,1498224,+,1498224,1499328,YDR531W
YDR532C,4,1499388,-,1499388,1500546,YDR532C
YDR533C,4,1501439,-,1501439,1502153,HSP31
YDR534C,4,1503305,-,1503305,1504892,FIT1
YDR535C,4,1506597,-,1506597,1507354,YDR535C
YDR536W,4,1507996,+,1507996,1509706,STL1
YDR537C,4,1510846,-,1510846,1511452,YDR537C
YDR538W,4,1510892,+,1510892,1511621,PAD1
YDR539W,4,1512084,+,1512084,1513596,YDR539W
YDR540C,4,1517120,-,1517120,1517660,YDR540C
YDR541C,4,1519648,-,1519648,1520683,YDR541C
YDR542W,4,1523234,+,1523234,1523597,YDR542W
YDR543C,4,1524619,-,1524619,1524919,YDR543C
YDR544C,4,1525080,-,1525080,1525509,YDR544C
YDR545W,4,1526306,+,1526306,1531697,YRF1-1
YDR545C-A,4,1530848,-,1530848,1531328,YDR545C-A
YEL077C,5,263,-,263,4097,YEL077C
YEL077W-A,5,629,+,629,1112,YEL077W-A
YEL076C-A,5,4184,-,4184,5114,YEL076C-A
YEL076C,5,4463,-,4463,5114,YEL076C
YEL075W-A,5,4869,+,4869,5481,YEL075W-A
YEL075C,5,5344,-,5344,5713,YEL075C
YEL074W,5,6125,+,6125,6464,YEL074W
YEL073C,5,7229,-,7229,7553,YEL073C
YEL072W,5,13719,+,13719,14415,RMD6
YEL071W,5,16354,+,16354,17845,DLD3
YEL070W,5,19588,+,19588,21097,YEL070W
YEL069C,5,21536,-,21536,23231,HXT13
YEL068C,5,25645,-,25645,25978,YEL068C
YEL067C,5,26188,-,26188,26776,YEL067C
YEL066W,5,26666,+,26666,27206,HPA3
YEL065W,5,27656,+,27656,29543,SIT1
YEL064C,5,29796,-,29796,31239,AVT2
YEL063C,5,31693,-,31693,33466,CAN1
YEL062W,5,34406,+,34406,36254,YEL062W
YEL061C,5,36534,-,36534,39537,YEL061C
YEL060C,5,40045,-,40045,41953,PRB1
YEL059C-A,5,42399,-,42399,42624,SOM1
YEL059W,5,42651,+,42651,42960,YEL059W
YEL058W,5,43251,+,43251,44925,PCM1
YEL057C,5,45019,-,45019,45721,YEL057C
YEL056W,5,47167,+,47167,48373,HAT2
YEL055C,5,48470,-,48470,51539,POL5
YEL054C,5,52720,-,52720,53218,RPL12A
YEL053W-A,5,52907,+,52907,53255,YEL053W-A
YEL053C,5,53900,-,53900,56102,MAK10
YEL052W,5,56570,+,56570,58100,AFG1
YEL051W,5,58377,+,58377,59148,VMA8
YEL050W-A,5,59548,+,59548,59740,YEL050W-A
YEL050C,5,59669,-,59669,60851,RML2
YEL049W,5,63727,+,63727,64090,PAU2
YEL048C,5,64708,-,64708,65167,YEL048C
YEL047C,5,65384,-,65384,66797,YEL047C
YEL046C,5,67628,-,67628,68792,GLY1
YEL045C,5,68839,-,68839,69265,YEL045C
YEL044W,5,69756,+,69756,70257,IES6
YEL043W,5,70477,+,70477,73348,YEL043W
YEL042W,5,73770,+,73770,75327,GDA1
YEL041W,5,75943,+,75943,77431,YEL041W
YEL040W,5,78052,+,78052,79456,UTR2
YEL039C,5,79635,-,79635,79977,CYC7
YEL038W,5,80461,+,80461,81145,UTR4
YEL037C,5,81406,-,81406,82603,RAD23
YEL036C,5,83049,-,83049,84552,ANP1
YEL035C,5,85044,-,85044,85545,UTR5
YEL034C-A,5,85612,-,85612,86215,YEL034C-A
YEL034W,5,85675,+,85675,86149,HYP2
YEL033W,5,86178,+,86178,86598,YEL033W
YEL032W,5,86936,+,86936,89852,MCM3
YEL032C-A,5,87039,-,87039,87201,YEL032C-A
YEL031W,5,90257,+,90257,93905,SPF1
YEL030C-A,5,94582,-,94582,94897,YEL030C-A
YEL030W,5,94643,+,94643,96578,ECM10
YEL029C,5,96857,-,96857,97796,BUD16
YEL028W,5,98667,+,98667,99129,YEL028W
YEL027W,5,100768,+,100768,101251,CUP5
YEL026W,5,101942,+,101942,102323,SNU13
YEL025C,5,102580,-,102580,106147,YEL025C
YEL024W,5,107259,+,107259,107907,RIP1
YEL023C,5,108503,-,108503,110552,YEL023C
YEL022W,5,111420,+,111420,115800,GEA2
YEL021W,5,116166,+,116166,116970,URA3
YEL020C-B,5,117182,-,117182,117380,YEL020C-B
YEL020W-A,5,117210,+,117210,117474,TIM9
YEL020C,5,118616,-,118616,120299,YEL020C
YEL019C,5,120497,-,120497,121301,MMS21
YEL018C-A,5,121454,-,121454,121988,YEL018C-A
YEL018W,5,121470,+,121470,122310,EAF5
YEL017C-A,5,122797,-,122797,122929,PMP2
YEL017W,5,123656,+,123656,124670,GTT3
YEL016C,5,124736,-,124736,126218,YEL016C
YEL015W,5,126628,+,126628,128284,EDC3
YEL014C,5,128302,-,128302,128608,YEL014C
YEL013W,5,128824,+,128824,130561,VAC8
YEL012W,5,131771,+,131771,132551,YEL012W
YEL011W,5,133119,+,133119,135234,GLC3
YEL010W,5,136278,+,136278,136629,YEL010W
YEL009C-A,5,136370,-,136370,136778,YEL009C-A
YEL009C,5,138917,-,138917,139763,GCN4
YEL008W,5,140511,+,140511,140892,YEL008W
YEL008C-A,5,140725,-,140725,140818,YEL008C-A
YEL007W,5,141890,+,141890,143891,YEL007W
YEL006W,5,144325,+,144325,145333,YEL006W
YEL005C,5,145905,-,145905,146754,VAB2
YEL004W,5,146949,+,146949,147978,YEA4
YEL003W,5,148174,+,148174,148598,GIM4
YEL002C,5,148720,-,148720,150013,WBP1
YEL001C,5,150299,-,150299,150977,YEL001C
YER001W,5,153518,+,153518,155807,MNN1
YER002W,5,156801,+,156801,157497,NOP16
YER003C,5,157734,-,157734,159117,YER003C
YER004W,5,159578,+,159578,160274,YER004W
YER005W,5,160548,+,160548,162441,YND1
YER006W,5,162721,+,162721,164284,NUG1
YER006C-A,5,164342,-,164342,164660,YER006C-A
YER007W,5,164525,+,164525,166082,PAC2
YER007C-A,5,166235,-,166235,166884,YER007C-A
YER008C,5,167806,-,167806,171817,SEC3
YER009W,5,172113,+,172113,172491,NTF2
YER010C,5,172632,-,172632,173337,YER010C
YER011W,5,175246,+,175246,176011,TIR1
YER012W,5,177833,+,177833,178430,PRE1
YER013W,5,178839,+,178839,182277,PRP22
YER014W,5,182598,+,182598,184218,HEM14
YER014C-A,5,183729,-,183729,184699,YER014C-A
YER015W,5,184539,+,184539,186774,FAA2
YER016W,5,188275,+,188275,189310,BIM1
YER017C,5,189501,-,189501,191787,AFG3
YER018C,5,191957,-,191957,192623,SPC25
YER019W,5,192795,+,192795,194229,ISC1
YER019C-A,5,194271,-,194271,194538,SBH2
YER020W,5,195166,+,195166,196516,GPA2
YER021W,5,196946,+,196946,198518,RPN3
YER022W,5,198810,+,198810,200874,SRB4
